Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,User_Score,,Year_of_Release,User_Score,Global_Sales,Name,Platform,User_Score
Lego Batman 3: Beyond Gotham,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.74,6.7,,2014,6.7,0.74,Lego Batman 3: Beyond Gotham,PS3,6.7
Crysis 2,PC,2011,Action,Electronic Arts,0.74,6.8,,2011,6.8,0.74,Crysis 2,PC,6.8
Tales of Vesperia,X360,2008,Role-Playing,Atari,0.74,8.2,,2008,8.2,0.74,Tales of Vesperia,X360,8.2
MLB 13: The Show,PS3,2013,Sports,Sony Computer Entertainment,0.74,7.8,,2013,7.8,0.74,MLB 13: The Show,PS3,7.8
LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.74,8,,2013,8,0.74,LEGO Marvel Super Heroes,WiiU,8
Namco Museum Remix,Wii,2007,Misc,Atari,0.74,6.3,,2007,6.3,0.74,Namco Museum Remix,Wii,6.3
NBA 2K16,PS3,2015,Sports,Take-Two Interactive,0.74,4.6,,2015,4.6,0.74,NBA 2K16,PS3,4.6
Sword of Mana,GBA,2003,Role-Playing,Nintendo,0.74,8.3,,2003,8.3,0.74,Sword of Mana,GBA,8.3
FIFA 17,PS3,2016,Sports,Electronic Arts,0.73,3.3,,2016,3.3,0.73,FIFA 17,PS3,3.3
Marvel: Ultimate Alliance 2,PS3,2009,Role-Playing,Activision,0.73,7.3,,2009,7.3,0.73,Marvel: Ultimate Alliance 2,PS3,7.3
Dragon Age: Inquisition,PC,2014,Role-Playing,Electronic Arts,0.73,5.9,,2014,5.9,0.73,Dragon Age: Inquisition,PC,5.9
Resonance of Fate,PS3,2010,Role-Playing,Sega,0.73,8,,2010,8,0.73,Resonance of Fate,PS3,8
Pirates of the Caribbean: At World's End,PS3,2007,Action,Disney Interactive Studios,0.73,6.9,,2007,6.9,0.73,Pirates of the Caribbean: At World's End,PS3,6.9
Tiger Woods PGA Tour 08,PS3,2007,Sports,Electronic Arts,0.73,6.6,,2007,6.6,0.73,Tiger Woods PGA Tour 08,PS3,6.6
Classic NES Series: Donkey Kong,GBA,2004,Platform,Nintendo,0.73,4.8,,2004,4.8,0.73,Classic NES Series: Donkey Kong,GBA,4.8
Harvest Moon: Animal Parade,Wii,2008,Simulation,Rising Star Games,0.73,8.9,,2008,8.9,0.73,Harvest Moon: Animal Parade,Wii,8.9
WWE SmackDown vs. Raw 2010,Wii,2009,Fighting,THQ,0.73,7.7,,2009,7.7,0.73,WWE SmackDown vs. Raw 2010,Wii,7.7
Style Savvy: Trendsetters,3DS,2012,Simulation,Nintendo,0.73,8,,2012,8,0.73,Style Savvy: Trendsetters,3DS,8
Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,0.73,6.3,,2011,6.3,0.73,Final Fantasy XIII-2,X360,6.3
Oddworld: Munch's Oddysee,XB,2001,Platform,Atari,0.73,8.7,,2001,8.7,0.73,Oddworld: Munch's Oddysee,XB,8.7
Persona 4: Arena,PS3,2012,Fighting,Atlus,0.73,7.7,,2012,7.7,0.73,Persona 4: Arena,PS3,7.7
Brink,PS3,2011,Shooter,Bethesda Softworks,0.73,5.8,,2011,5.8,0.73,Brink,PS3,5.8
NHL 11,X360,2010,Sports,Electronic Arts,0.73,7.7,,2010,7.7,0.73,NHL 11,X360,7.7
NCAA Football 07,X360,2006,Sports,Electronic Arts,0.73,6.9,,2006,6.9,0.73,NCAA Football 07,X360,6.9
Full Spectrum Warrior,XB,2004,Strategy,THQ,0.73,8.7,,2004,8.7,0.73,Full Spectrum Warrior,XB,8.7
LEGO Marvel's Avengers,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.73,7,,2016,7,0.73,LEGO Marvel's Avengers,PS4,7
Katamari Damacy,PS2,2004,Puzzle,Namco Bandai Games,0.73,9,,2004,9,0.73,Katamari Damacy,PS2,9
Just Dance 2015,WiiU,2014,Misc,Ubisoft,0.73,6.6,,2014,6.6,0.73,Just Dance 2015,WiiU,6.6
LEGO Dimensions,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.73,7.1,,2015,7.1,0.73,LEGO Dimensions,PS4,7.1
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Fighting,Namco Bandai Games,0.73,7.1,,2012,7.1,0.73,Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,7.1
Shaun Palmer's Pro Snowboarder,PS2,2001,Sports,Codemasters,0.73,8.7,,2001,8.7,0.73,Shaun Palmer's Pro Snowboarder,PS2,8.7
James Bond 007: Agent Under Fire,GC,2002,Shooter,Electronic Arts,0.72,6.8,,2002,6.8,0.72,James Bond 007: Agent Under Fire,GC,6.8
Harvest Moon DS: Island of Happiness,DS,2007,Simulation,Rising Star Games,0.72,7,,2007,7,0.72,Harvest Moon DS: Island of Happiness,DS,7
Star Wars Episode III: Revenge of the Sith,GBA,2005,Action,Ubisoft,0.72,7.5,,2005,7.5,0.72,Star Wars Episode III: Revenge of the Sith,GBA,7.5
Ultimate Spider-Man,PS2,2005,Action,Activision,0.72,7.9,,2005,7.9,0.72,Ultimate Spider-Man,PS2,7.9
Monopoly Streets,Wii,2010,Misc,Electronic Arts,0.72,5.2,,2010,5.2,0.72,Monopoly Streets,Wii,5.2
Total War: Rome II,PC,2013,Strategy,Sega,0.72,4.2,,2013,4.2,0.72,Total War: Rome II,PC,4.2
NBA Live 08,PS2,2007,Sports,Electronic Arts,0.72,6.6,,2007,6.6,0.72,NBA Live 08,PS2,6.6
Star Ocean: The Last Hope International,PS3,2010,Role-Playing,Square Enix,0.72,6.7,,2010,6.7,0.72,Star Ocean: The Last Hope International,PS3,6.7
Dead to Rights,XB,2002,Shooter,Electronic Arts,0.72,8.9,,2002,8.9,0.72,Dead to Rights,XB,8.9
Indiana Jones and the Staff of Kings,Wii,2009,Action,Activision,0.72,7,,2009,7,0.72,Indiana Jones and the Staff of Kings,Wii,7
Tiger Woods PGA Tour 07,PS2,2006,Sports,Electronic Arts,0.72,6,,2006,6,0.72,Tiger Woods PGA Tour 07,PS2,6
My Little Pony: Pinkie Pie's Party,DS,2008,Adventure,THQ,0.72,0,,2008,0,0.72,My Little Pony: Pinkie Pie's Party,DS,0
Major League Baseball 2K7,X360,2007,Sports,Spike,0.72,7.1,,2007,7.1,0.72,Major League Baseball 2K7,X360,7.1
Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,Nippon Ichi Software,0.72,8.1,,2014,8.1,0.72,Persona Q: Shadow of the Labyrinth,3DS,8.1
MLB 14: The Show,PS4,2014,Sports,Sony Computer Entertainment America,0.72,7.7,,2014,7.7,0.72,MLB 14: The Show,PS4,7.7
X-Men: Mutant Academy 2,PS,2001,Fighting,Activision,0.72,8.4,,2001,8.4,0.72,X-Men: Mutant Academy 2,PS,8.4
Kirby: Canvas Curse,DS,2005,Platform,Nintendo,0.72,8.2,,2005,8.2,0.72,Kirby: Canvas Curse,DS,8.2
Madden NFL 10,Wii,2009,Sports,Electronic Arts,0.72,7.2,,2009,7.2,0.72,Madden NFL 10,Wii,7.2
MLB 09: The Show,PS3,2009,Sports,Sony Computer Entertainment,0.72,8.1,,2009,8.1,0.72,MLB 09: The Show,PS3,8.1
Borderlands: The Pre-Sequel,X360,2014,Shooter,Take-Two Interactive,0.72,6.4,,2014,6.4,0.72,Borderlands: The Pre-Sequel,X360,6.4
Super Monkey Ball Jr.,GBA,2002,Puzzle,Atari,0.72,8.6,,2002,8.6,0.72,Super Monkey Ball Jr.,GBA,8.6
The Witcher 3: Wild Hunt,PC,2015,Role-Playing,Namco Bandai Games,0.72,9.3,,2015,9.3,0.72,The Witcher 3: Wild Hunt,PC,9.3
F1 2011,X360,2011,Racing,Codemasters,0.72,7.1,,2011,7.1,0.72,F1 2011,X360,7.1
Mobile Suit Gundam: Encounters in Space,PS2,2003,Simulation,Namco Bandai Games,0.72,8.5,,2003,8.5,0.72,Mobile Suit Gundam: Encounters in Space,PS2,8.5
MLB 10: The Show,PS3,2010,Sports,Sony Computer Entertainment,0.72,8.3,,2010,8.3,0.72,MLB 10: The Show,PS3,8.3
MX vs. ATV Reflex,X360,2009,Racing,THQ,0.72,6.6,,2009,6.6,0.72,MX vs. ATV Reflex,X360,6.6
Blur,PS3,2010,Racing,Activision,0.72,8.2,,2010,8.2,0.72,Blur,PS3,8.2
Battlefield: Bad Company 2,PC,2010,Shooter,Electronic Arts,0.72,8.3,,2010,8.3,0.72,Battlefield: Bad Company 2,PC,8.3
DiRT 3,X360,2011,Racing,Codemasters,0.72,7.1,,2011,7.1,0.72,DiRT 3,X360,7.1
The Lord of the Rings: The Two Towers,XB,2002,Action,Electronic Arts,0.71,8.1,,2002,8.1,0.71,The Lord of the Rings: The Two Towers,XB,8.1
Madden NFL 2003,XB,2002,Sports,Electronic Arts,0.71,8.3,,2002,8.3,0.71,Madden NFL 2003,XB,8.3
Skate,X360,2007,Sports,Electronic Arts,0.71,8.4,,2007,8.4,0.71,Skate,X360,8.4
iCarly,DS,2009,Adventure,Activision,0.71,8.3,,2009,8.3,0.71,iCarly,DS,8.3
XCOM: Enemy Unknown,PC,2012,Strategy,Take-Two Interactive,0.71,8.2,,2012,8.2,0.71,XCOM: Enemy Unknown,PC,8.2
Ben 10: Protector of Earth,PSP,2007,Action,D3Publisher,0.71,7.2,,2007,7.2,0.71,Ben 10: Protector of Earth,PSP,7.2
Virtua Fighter 4: Evolution,PS2,2003,Fighting,Sega,0.71,9,,2003,9,0.71,Virtua Fighter 4: Evolution,PS2,9
Crysis,PC,2007,Shooter,Electronic Arts,0.71,8,,2007,8,0.71,Crysis,PC,8
Resident Evil: Survivor,PS,2000,Action,Eidos Interactive,0.71,7,,2000,7,0.71,Resident Evil: Survivor,PS,7
The Sims 2: Castaway,DS,2007,Simulation,Electronic Arts,0.71,4,,2007,4,0.71,The Sims 2: Castaway,DS,4
Godzilla: Destroy All Monsters Melee,GC,2002,Fighting,Atari,0.71,7.8,,2002,7.8,0.71,Godzilla: Destroy All Monsters Melee,GC,7.8
Silent Hill 3,PS2,2003,Action,Konami Digital Entertainment,0.71,8.8,,2003,8.8,0.71,Silent Hill 3,PS2,8.8
Spyro: Enter the Dragonfly,GC,2002,Platform,Universal Interactive,0.71,5.1,,2002,5.1,0.71,Spyro: Enter the Dragonfly,GC,5.1
Power Rangers: Dino Thunder,PS2,2004,Action,THQ,0.71,6.2,,2004,6.2,0.71,Power Rangers: Dino Thunder,PS2,6.2
Madden NFL 08,PSP,2007,Sports,Electronic Arts,0.71,6.8,,2007,6.8,0.71,Madden NFL 08,PSP,6.8
Madden NFL 09,PSP,2008,Sports,Electronic Arts,0.71,6.5,,2008,6.5,0.71,Madden NFL 09,PSP,6.5
NBA Live 09,X360,2008,Sports,Electronic Arts,0.71,7.4,,2008,7.4,0.71,NBA Live 09,X360,7.4
Dragon Ball: Xenoverse 2,PS4,2016,Action,Namco Bandai Games,0.71,7.8,,2016,7.8,0.71,Dragon Ball: Xenoverse 2,PS4,7.8
Dynasty Warriors 6,PS3,2007,Action,Tecmo Koei,0.71,7.3,,2007,7.3,0.71,Dynasty Warriors 6,PS3,7.3
NCAA Football 09,X360,2008,Sports,Electronic Arts,0.71,7.7,,2008,7.7,0.71,NCAA Football 09,X360,7.7
Doom 3: Resurrection of Evil,XB,2005,Shooter,Activision,0.71,7.9,,2005,7.9,0.71,Doom 3: Resurrection of Evil,XB,7.9
SSX,X360,2012,Sports,Electronic Arts,0.7,6.4,,2012,6.4,0.7,SSX,X360,6.4
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007,Role-Playing,Square Enix,0.7,5.9,,2007,5.9,0.7,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,5.9
Two Worlds,X360,2007,Role-Playing,SouthPeak Games,0.7,5.5,,2007,5.5,0.7,Two Worlds,X360,5.5
Tony Hawk's Underground,GC,2003,Sports,Activision,0.7,8.5,,2003,8.5,0.7,Tony Hawk's Underground,GC,8.5
Spider-Man 2,PSP,2005,Action,Activision,0.7,6.9,,2005,6.9,0.7,Spider-Man 2,PSP,6.9
NCAA Football 08,X360,2007,Sports,Electronic Arts,0.7,7.8,,2007,7.8,0.7,NCAA Football 08,X360,7.8
Skylanders: Trap Team,WiiU,2014,Action,Activision,0.7,7.1,,2014,7.1,0.7,Skylanders: Trap Team,WiiU,7.1
Star Wars: Obi-Wan,XB,2001,Action,Activision,0.7,5.9,,2001,5.9,0.7,Star Wars: Obi-Wan,XB,5.9
Ace Attorney Investigations: Miles Edgeworth,DS,2009,Adventure,Capcom,0.7,8.4,,2009,8.4,0.7,Ace Attorney Investigations: Miles Edgeworth,DS,8.4
Kill.Switch,PS2,2003,Shooter,Sony Computer Entertainment,0.7,8.3,,2003,8.3,0.7,Kill.Switch,PS2,8.3
Catherine,PS3,2011,Adventure,Deep Silver,0.7,8.1,,2011,8.1,0.7,Catherine,PS3,8.1
SplashDown,PS2,2001,Racing,Atari,0.7,8.2,,2001,8.2,0.7,SplashDown,PS2,8.2
Jade Empire,XB,2005,Role-Playing,Microsoft Game Studios,0.7,8.6,,2005,8.6,0.7,Jade Empire,XB,8.6
Infinite Undiscovery,X360,2008,Role-Playing,Square Enix,0.7,7,,2008,7,0.7,Infinite Undiscovery,X360,7
Lego Star Wars: The Force Awakens,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.7,7.5,,2016,7.5,0.7,Lego Star Wars: The Force Awakens,PS4,7.5
NHL 12,X360,2011,Sports,Electronic Arts,0.7,7,,2011,7,0.7,NHL 12,X360,7
Advance Wars,GBA,2001,Strategy,Nintendo,0.7,9,,2001,9,0.7,Advance Wars,GBA,9
NASCAR 2001,PS2,2000,Racing,Electronic Arts,0.7,6.6,,2000,6.6,0.7,NASCAR 2001,PS2,6.6
WWE SmackDown vs. Raw 2011,PSP,2010,Fighting,THQ,0.7,6.7,,2010,6.7,0.7,WWE SmackDown vs. Raw 2011,PSP,6.7
Mafia,PS2,2004,Action,Illusion Softworks,0.7,7.6,,2004,7.6,0.7,Mafia,PS2,7.6
Ape Escape: On the Loose,PSP,2005,Platform,Sony Computer Entertainment,0.7,6.4,,2005,6.4,0.7,Ape Escape: On the Loose,PSP,6.4
Mobile Suit Gundam: Journey to Jaburo,PS2,2000,Simulation,Namco Bandai Games,0.7,8.1,,2000,8.1,0.7,Mobile Suit Gundam: Journey to Jaburo,PS2,8.1
MLB 08: The Show,PS3,2008,Sports,Sony Computer Entertainment,0.7,8.7,,2008,8.7,0.7,MLB 08: The Show,PS3,8.7
TimeSplitters 2,PS2,2002,Shooter,Eidos Interactive,0.7,8.8,,2002,8.8,0.7,TimeSplitters 2,PS2,8.8
Omerta: City of Gangsters,X360,2011,Simulation,Konami Digital Entertainment,0.7,3.3,,2011,3.3,0.7,Omerta: City of Gangsters,X360,3.3
Driver: San Francisco,X360,2011,Racing,Ubisoft,0.7,7.6,,2011,7.6,0.7,Driver: San Francisco,X360,7.6
Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Adventure,Nintendo,0.7,7.5,,2004,7.5,0.7,Classic NES Series: Zelda II: The Adventure of Link,GBA,7.5
James Bond 007: Blood Stone,PS3,2010,Shooter,Activision,0.7,7.4,,2010,7.4,0.7,James Bond 007: Blood Stone,PS3,7.4
Metal Gear Solid: Portable Ops Plus,PSP,2007,Action,Konami Digital Entertainment,0.69,7.5,,2007,7.5,0.69,Metal Gear Solid: Portable Ops Plus,PSP,7.5
LEGO Rock Band,Wii,2009,Misc,Warner Bros. Interactive Entertainment,0.69,6.8,,2009,6.8,0.69,LEGO Rock Band,Wii,6.8
Halo 2 Multiplayer Map Pack,XB,2005,Shooter,Microsoft Game Studios,0.69,7.4,,2005,7.4,0.69,Halo 2 Multiplayer Map Pack,XB,7.4
Mortal Kombat: Shaolin Monks,PS2,2005,Action,Midway Games,0.69,8.6,,2005,8.6,0.69,Mortal Kombat: Shaolin Monks,PS2,8.6
FIFA Soccer 13,Wii,2012,Action,Electronic Arts,0.69,1.6,,2012,1.6,0.69,FIFA Soccer 13,Wii,1.6
The LEGO Movie Videogame,3DS,2014,Action,Warner Bros. Interactive Entertainment,0.69,5.4,,2014,5.4,0.69,The LEGO Movie Videogame,3DS,5.4
MotionSports,X360,2010,Sports,Ubisoft,0.69,4.4,,2010,4.4,0.69,MotionSports,X360,4.4
MX vs. ATV Unleashed: On the Edge,PSP,2006,Racing,THQ,0.69,8.1,,2006,8.1,0.69,MX vs. ATV Unleashed: On the Edge,PSP,8.1
Mario Pinball Land,GBA,2004,Misc,Nintendo,0.69,4.9,,2004,4.9,0.69,Mario Pinball Land,GBA,4.9
Dragon Ball Z: Budokai,GC,2003,Fighting,Atari,0.69,6.3,,2003,6.3,0.69,Dragon Ball Z: Budokai,GC,6.3
Plants vs. Zombies: Garden Warfare,XOne,2014,Shooter,Electronic Arts,0.69,7.4,,2014,7.4,0.69,Plants vs. Zombies: Garden Warfare,XOne,7.4
Need for Speed Rivals,XOne,2013,Racing,Electronic Arts,0.69,5.8,,2013,5.8,0.69,Need for Speed Rivals,XOne,5.8
The Sims 2: Apartment Pets,DS,2008,Simulation,Electronic Arts,0.69,3.3,,2008,3.3,0.69,The Sims 2: Apartment Pets,DS,3.3
Harry Potter and the Chamber of Secrets,GC,2002,Action,Electronic Arts,0.69,8.3,,2002,8.3,0.69,Harry Potter and the Chamber of Secrets,GC,8.3
Prince of Persia: The Forgotten Sands,PS3,2010,Action,Ubisoft,0.69,7.6,,2010,7.6,0.69,Prince of Persia: The Forgotten Sands,PS3,7.6
The Lord of the Rings: The Return of the King,GC,2003,Action,Electronic Arts,0.69,8.5,,2003,8.5,0.69,The Lord of the Rings: The Return of the King,GC,8.5
The Sims: Medieval,PC,2011,Simulation,Electronic Arts,0.69,6.1,,2011,6.1,0.69,The Sims: Medieval,PC,6.1
LEGO Batman 2: DC Super Heroes,DS,2012,Action,Warner Bros. Interactive Entertainment,0.69,8,,2012,8,0.69,LEGO Batman 2: DC Super Heroes,DS,8
Top Spin 4,PS3,2011,Sports,Take-Two Interactive,0.69,7.7,,2011,7.7,0.69,Top Spin 4,PS3,7.7
Baldur's Gate: Dark Alliance II,PS2,2004,Role-Playing,Interplay,0.68,8.7,,2004,8.7,0.68,Baldur's Gate: Dark Alliance II,PS2,8.7
Shark Tale,GBA,2004,Action,Activision,0.68,9,,2004,9,0.68,Shark Tale,GBA,9
IL-2 Sturmovik: Birds of Prey,PS3,2009,Simulation,505 Games,0.68,7.3,,2009,7.3,0.68,IL-2 Sturmovik: Birds of Prey,PS3,7.3
NBA Street Vol. 2,XB,2003,Sports,Electronic Arts,0.68,8.8,,2003,8.8,0.68,NBA Street Vol. 2,XB,8.8
MX vs. ATV Untamed,X360,2007,Racing,THQ,0.68,7.1,,2007,7.1,0.68,MX vs. ATV Untamed,X360,7.1
The Last Remnant,X360,2008,Role-Playing,Square Enix,0.68,6.9,,2008,6.9,0.68,The Last Remnant,X360,6.9
NCAA Football 2005,XB,2004,Sports,Electronic Arts,0.68,8,,2004,8,0.68,NCAA Football 2005,XB,8
The Sly Collection,PS3,2010,Platform,Sony Computer Entertainment,0.68,8.8,,2010,8.8,0.68,The Sly Collection,PS3,8.8
Naruto: Clash of Ninja,GC,2003,Fighting,Tomy Corporation,0.68,8.1,,2003,8.1,0.68,Naruto: Clash of Ninja,GC,8.1
Sniper Elite 3,PS4,2014,Shooter,505 Games,0.68,7.1,,2014,7.1,0.68,Sniper Elite 3,PS4,7.1
Prince of Persia: The Two Thrones,PS2,2005,Action,Ubisoft,0.68,8.5,,2005,8.5,0.68,Prince of Persia: The Two Thrones,PS2,8.5
Hot Shots Golf: Open Tee 2,PSP,2007,Sports,Sony Computer Entertainment,0.68,8.6,,2007,8.6,0.68,Hot Shots Golf: Open Tee 2,PSP,8.6
Suikoden II,PS,1998,Role-Playing,Konami Digital Entertainment,0.68,8.4,,1998,8.4,0.68,Suikoden II,PS,8.4
Iron Man,PS3,2008,Action,Sega,0.68,6.2,,2008,6.2,0.68,Iron Man,PS3,6.2
FIFA Soccer 06,XB,2005,Sports,Electronic Arts,0.68,7.5,,2005,7.5,0.68,FIFA Soccer 06,XB,7.5
Fight Night 2004,XB,2004,Fighting,Electronic Arts,0.68,8.7,,2004,8.7,0.68,Fight Night 2004,XB,8.7
.hack//Mutation Part 2,PS2,2002,Role-Playing,Atari,0.68,8.9,,2002,8.9,0.68,.hack//Mutation Part 2,PS2,8.9
Wolfenstein: The New Order,XOne,2014,Shooter,Bethesda Softworks,0.68,7.8,,2014,7.8,0.68,Wolfenstein: The New Order,XOne,7.8
Cars: Mater-National Championship,DS,2007,Racing,THQ,0.68,6.8,,2007,6.8,0.68,Cars: Mater-National Championship,DS,6.8
Kirby's Dream Collection: Special Edition,Wii,2012,Action,Nintendo,0.67,8.8,,2012,8.8,0.67,Kirby's Dream Collection: Special Edition,Wii,8.8
Return to Castle Wolfenstein: Tides of War,XB,2003,Shooter,Activision,0.67,8.8,,2003,8.8,0.67,Return to Castle Wolfenstein: Tides of War,XB,8.8
RIFT,PC,2011,Role-Playing,Unknown,0.67,7.3,,2011,7.3,0.67,RIFT,PC,7.3
Spider-Man 3,PS3,2007,Platform,Activision,0.67,7,,2007,7,0.67,Spider-Man 3,PS3,7
Mass Effect,PC,2008,Role-Playing,Electronic Arts,0.67,8.6,,2008,8.6,0.67,Mass Effect,PC,8.6
The Evil Within,XOne,2014,Action,Bethesda Softworks,0.67,7.3,,2014,7.3,0.67,The Evil Within,XOne,7.3
Armored Core 3,PS2,2002,Simulation,Metro 3D,0.67,9,,2002,9,0.67,Armored Core 3,PS2,9
Star Wars: Republic Commando,XB,2005,Shooter,Activision,0.67,8.9,,2005,8.9,0.67,Star Wars: Republic Commando,XB,8.9
The LEGO Movie Videogame,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.67,7.1,,2014,7.1,0.67,The LEGO Movie Videogame,PS4,7.1
Turok,PS3,2008,Action,Touchstone,0.67,6,,2008,6,0.67,Turok,PS3,6
Terraria,X360,2013,Action,505 Games,0.67,7.2,,2013,7.2,0.67,Terraria,X360,7.2
Red Steel,Wii,2006,Shooter,Ubisoft,0.67,6.8,,2006,6.8,0.67,Red Steel,Wii,6.8
Unreal Tournament III,PS3,2007,Shooter,Midway Games,0.67,7.7,,2007,7.7,0.67,Unreal Tournament III,PS3,7.7
Fossil Fighters: Champions,DS,2010,Role-Playing,Nintendo,0.67,7.1,,2010,7.1,0.67,Fossil Fighters: Champions,DS,7.1
The Sims 3,DS,2010,Simulation,Electronic Arts,0.67,6.4,,2010,6.4,0.67,The Sims 3,DS,6.4
NFL Street,XB,2004,Sports,Electronic Arts,0.66,8.8,,2004,8.8,0.66,NFL Street,XB,8.8
Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,Role-Playing,Square Enix,0.66,7.2,,2007,7.2,0.66,Final Fantasy Crystal Chronicles: Ring of Fates,DS,7.2
Bakugan: Battle Brawlers,Wii,2009,Action,Activision,0.66,7.2,,2009,7.2,0.66,Bakugan: Battle Brawlers,Wii,7.2
Blazing Angels: Squadrons of WWII,PS3,2006,Simulation,Ubisoft,0.66,6.9,,2006,6.9,0.66,Blazing Angels: Squadrons of WWII,PS3,6.9
WWE SmackDown vs. RAW 2007,PSP,2006,Fighting,THQ,0.66,8.1,,2006,8.1,0.66,WWE SmackDown vs. RAW 2007,PSP,8.1
Skylanders: Trap Team,PS3,2014,Action,Activision,0.66,7,,2014,7,0.66,Skylanders: Trap Team,PS3,7
F1 2015,PS4,2015,Racing,Codemasters,0.66,6.3,,2015,6.3,0.66,F1 2015,PS4,6.3
Tony Hawk's Proving Ground,PS2,2007,Sports,Activision,0.66,6.6,,2007,6.6,0.66,Tony Hawk's Proving Ground,PS2,6.6
The Darkness,PS3,2007,Shooter,Take-Two Interactive,0.66,7.7,,2007,7.7,0.66,The Darkness,PS3,7.7
MLB 2004,PS2,2003,Sports,Sony Computer Entertainment,0.66,7.9,,2003,7.9,0.66,MLB 2004,PS2,7.9
The Sims 3: High-End Loft Stuff,PC,2010,Simulation,Electronic Arts,0.66,6.5,,2010,6.5,0.66,The Sims 3: High-End Loft Stuff,PC,6.5
Darkstone,PS,2001,Role-Playing,Electronic Arts,0.66,8.3,,2001,8.3,0.66,Darkstone,PS,8.3
NCAA March Madness 2003,PS2,2002,Sports,Electronic Arts,0.66,8,,2002,8,0.66,NCAA March Madness 2003,PS2,8
Thrillville,PS2,2006,Strategy,Atari,0.66,2.9,,2006,2.9,0.66,Thrillville,PS2,2.9
Castlevania: Lords of Shadow,X360,2010,Action,Konami Digital Entertainment,0.66,7.8,,2010,7.8,0.66,Castlevania: Lords of Shadow,X360,7.8
NHL 10,X360,2009,Sports,Electronic Arts,0.66,8.4,,2009,8.4,0.66,NHL 10,X360,8.4
100 Classic Books,DS,2008,Misc,Nintendo,0.66,6,,2008,6,0.66,100 Classic Books,DS,6
Street Fighter Anniversary Collection,PS2,2004,Fighting,Capcom,0.66,8.7,,2004,8.7,0.66,Street Fighter Anniversary Collection,PS2,8.7
NHL 13,X360,2012,Sports,Electronic Arts,0.66,6.6,,2012,6.6,0.66,NHL 13,X360,6.6
Napoleon: Total War,PC,2010,Strategy,Sega,0.66,7.9,,2010,7.9,0.66,Napoleon: Total War,PC,7.9
Madden NFL 10,PSP,2009,Sports,Electronic Arts,0.66,7.8,,2009,7.8,0.66,Madden NFL 10,PSP,7.8
Rayman Legends,WiiU,2013,Platform,Ubisoft,0.66,8.7,,2013,8.7,0.66,Rayman Legends,WiiU,8.7
The Sims: Bustin' Out,GC,2003,Simulation,Electronic Arts,0.66,9,,2003,9,0.66,The Sims: Bustin' Out,GC,9
BioShock Infinite,PC,2013,Shooter,Take-Two Interactive,0.66,8.5,,2013,8.5,0.66,BioShock Infinite,PC,8.5
Ratatouille,PSP,2007,Action,THQ,0.66,7.1,,2007,7.1,0.66,Ratatouille,PSP,7.1
Lollipop Chainsaw,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.66,7.1,,2012,7.1,0.66,Lollipop Chainsaw,PS3,7.1
Tom Clancy's EndWar,PS3,2008,Strategy,Ubisoft,0.66,6.6,,2008,6.6,0.66,Tom Clancy's EndWar,PS3,6.6
Shrek: Hassle at the Castle,GBA,2002,Action,TDK Mediactive,0.66,7.4,,2002,7.4,0.66,Shrek: Hassle at the Castle,GBA,7.4
Suikoden IV,PS2,2004,Role-Playing,Konami Digital Entertainment,0.66,7.3,,2004,7.3,0.66,Suikoden IV,PS2,7.3
Gods Eater Burst,PSP,2010,Action,Namco Bandai Games,0.66,7.9,,2010,7.9,0.66,Gods Eater Burst,PSP,7.9
Fist of the North Star: Ken's Rage,PS3,2010,Action,Ubisoft Annecy,0.66,6.9,,2010,6.9,0.66,Fist of the North Star: Ken's Rage,PS3,6.9
Plants vs. Zombies: Garden Warfare,PS3,2014,Shooter,Electronic Arts,0.66,7.8,,2014,7.8,0.66,Plants vs. Zombies: Garden Warfare,PS3,7.8
One Piece: Pirate Warriors 2,PS3,2013,Action,Namco Bandai Games,0.66,7.8,,2013,7.8,0.66,One Piece: Pirate Warriors 2,PS3,7.8
Brothers In Arms: Road to Hill 30,XB,2005,Shooter,Ubisoft,0.66,8,,2005,8,0.66,Brothers In Arms: Road to Hill 30,XB,8
LEGO Jurassic World,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.65,6.7,,2015,6.7,0.65,LEGO Jurassic World,XOne,6.7
Kung Fu Panda,PS2,2008,Action,Activision,0.65,8.6,,2008,8.6,0.65,Kung Fu Panda,PS2,8.6
Freedom Wars,PSV,2014,Role-Playing,Sony Computer Entertainment,0.65,8.3,,2014,8.3,0.65,Freedom Wars,PSV,8.3
